start,end,resource,detail
371,377,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
368,371,"MEM.DownHalf.Native4x4.Activation.Read","reduction=27 K=864..895"
371,372,"MXM.DownHalf.Native4x4.Load","activation buffer=1"
360,379,"MEM.DownHalf.Native4x4.Weight.Read","reduction=27 waves=9 columns stagger=1 cycle"
375,384,"MXM.DownHalf.Native4x4.Compute","reduction=27 dst=sram"
384,390,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
381,384,"MEM.DownHalf.Native4x4.Activation.Read","reduction=28 K=896..927"
384,385,"MXM.DownHalf.Native4x4.Load","activation buffer=0"
373,392,"MEM.DownHalf.Native4x4.Weight.Read","reduction=28 waves=9 columns stagger=1 cycle"
388,397,"MXM.DownHalf.Native4x4.Compute","reduction=28 dst=sram"
397,403,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
394,397,"MEM.DownHalf.Native4x4.Activation.Read","reduction=29 K=928..959"
397,398,"MXM.DownHalf.Native4x4.Load","activation buffer=1"
386,405,"MEM.DownHalf.Native4x4.Weight.Read","reduction=29 waves=9 columns stagger=1 cycle"
401,410,"MXM.DownHalf.Native4x4.Compute","reduction=29 dst=sram"
410,416,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
407,410,"MEM.DownHalf.Native4x4.Activation.Read","reduction=30 K=960..991"
410,411,"MXM.DownHalf.Native4x4.Load","activation buffer=0"
399,418,"MEM.DownHalf.Native4x4.Weight.Read","reduction=30 waves=9 columns stagger=1 cycle"
414,423,"MXM.DownHalf.Native4x4.Compute","reduction=30 dst=sram"
423,429,"MXM.DownHalf.Native4x4.Tail","final launched wave drains through 4x4 diagonal"
420,423,"MEM.DownHalf.Native4x4.Activation.Read","reduction=31 K=992..1023"
423,424,"MXM.DownHalf.Native4x4.Load","activation buffer=1"
412,431,"MEM.DownHalf.Native4x4.Weight.Read","reduction=31 waves=9 columns stagger=1 cycle"
